text_id,sample_date,sample_id,result_value,percentage,median,anomaly_score,is_anomaly
AD23-00429.039,2023-11-15,AD23-00429.039,96305,0.961,218747.0,-1,True
AD22-00015.009,2022-12-08,AD22-00015.009,356669,4.863022,225253.0,-1,True
AD22-00002.005,2022-08-08,AD22-00002.005,96697,0.10845,884428.5,-1,True
AD23-00429.003,2023-11-15,AD23-00429.003,240530,2.947,225253.0,-1,True
AD22-00036.015,2022-12-26,AD22-00036.015,961121,8.034,319781.0,-1,True
AD22-00010.006,2022-12-06,AD22-00010.006,138519,0.149552,671922.0,-1,True
AD22-00013.009,2022-12-07,AD22-00013.009,193016,3.450572,88015.0,-1,True
AD23-00394.020,2023-10-22,AD23-00394.020,189558,4.04,884428.5,-1,True
AD22-00007.005,2022-08-29,AD22-00007.005,140033,0.163083,671922.0,-1,True
AD23-00399.036,2023-10-25,AD23-00399.036,499191,5.773,319982.0,-1,True
AD23-00429.023,2023-11-15,AD23-00429.023,200378,2.262,218747.0,-1,True
AD22-00001.009,2022-08-03,AD22-00001.009,108256,0.11922,884428.5,-1,True
AD22-00014.008,2022-12-08,AD22-00014.008,115176,3.326957,91185.0,-1,True
AD24-00051.008,2024-02-04,AD24-00051.008,133017,4.672,319781.0,-1,True
AD22-00012.011,2022-12-07,AD22-00012.011,694317,13.02626,671922.0,-1,True
AD23-00394.015,2023-10-22,AD23-00394.015,96259,1.976,225253.0,-1,True
AD23-00399.030,2023-10-25,AD23-00399.030,441836,4.807,91252.0,-1,True
AD24-00071.001,2024-02-15,AD24-00071.001,166500,3.854,63368.0,-1,True
AD23-00429.033,2023-11-15,AD23-00429.033,407284,3.729,88015.0,-1,True
AD24-00071.023,2024-02-15,AD24-00071.023,345093,6.645,143990.0,-1,True
AD24-00051.010,2024-02-04,AD24-00051.010,149108,6.612,319982.0,-1,True
AD23-00429.054,2023-11-15,AD23-00429.054,191443,2.126,143990.0,-1,True
AD22-00013.004,2022-12-07,AD22-00013.004,650433,11.784976,225253.0,-1,True
AD22-00015.015,2022-12-08,AD22-00015.015,150052,2.887692,48755.0,-1,True
AD23-00432.018,2023-11-16,AD23-00432.018,483266,1.472,218747.0,-1,True
AD23-00432.004,2023-11-16,AD23-00432.004,208568,2.446,80864.0,-1,True
AD23-00011.006,2023-01-09,AD23-00011.006,74941,1.974,91185.0,-1,True
AD23-00011.001,2023-01-09,AD23-00011.001,253654,2.824,319982.0,-1,True
AD23-00429.043,2023-11-15,AD23-00429.043,3475511,40.366,884428.5,-1,True
AD24-00051.005,2024-02-04,AD24-00051.005,8413,0.518,218747.0,-1,True
AD23-00429.018,2023-11-15,AD23-00429.018,334348,5.188,671922.0,-1,True
AD23-00434.008,2023-11-19,AD23-00434.008,215927,3.492,25183.0,-1,True
AD24-00071.001,2024-02-15,AD24-00071.001,656210,15.19,319781.0,-1,True
AD23-00434.013,2023-11-19,AD23-00434.013,235705,2.712,91252.0,-1,True
AD24-00116.032,2024-03-18,AD24-00116.032,1049320,6.726,671922.0,-1,True
AD23-00399.036,2023-10-25,AD23-00399.036,407266,4.71,91252.0,-1,True
AD23-00429.055,2023-11-15,AD23-00429.055,415305,4.095,53001.0,-1,True
AD23-00429.038,2023-11-15,AD23-00429.038,144426,2.112,143990.0,-1,True
AD24-00118.004,2024-03-19,AD24-00118.004,415160,5.157,319781.0,-1,True
AD23-00429.013,2023-11-15,AD23-00429.013,542121,10.866,225253.0,-1,True
AD22-00014.008,2022-12-08,AD22-00014.008,64302,1.857418,88015.0,-1,True
AD24-00051.028,2024-02-04,AD24-00051.028,244648,7.319,319781.0,-1,True
AD22-00012.012,2022-12-07,AD22-00012.012,44751,2.960578,319982.0,-1,True
AD23-00429.027,2023-11-15,AD23-00429.027,1393836,16.56,319781.0,-1,True
AD24-00116.026,2024-03-18,AD24-00116.026,202361,1.927,91252.0,-1,True
AD22-00015.004,2022-12-08,AD22-00015.004,49708,1.446574,143990.0,-1,True
AD23-00399.003,2023-10-25,AD23-00399.003,192214,3.636,319982.0,-1,True
AD22-00013.010,2022-12-07,AD22-00013.010,102958,3.899223,143990.0,-1,True
AD23-00429.040,2023-11-15,AD23-00429.040,176818,2.471,68217.0,-1,True
AD23-00002.007,2023-01-02,AD23-00002.007,288334,1.849,35123.0,-1,True
AD23-00429.005,2023-11-15,AD23-00429.005,884318,7.422,319982.0,-1,True
AD22-00015.004,2022-12-08,AD22-00015.004,182206,5.302456,218747.0,-1,True
AD22-00015.011,2022-12-08,AD22-00015.011,109885,1.798995,319982.0,-1,True
AD24-00116.017,2024-03-18,AD24-00116.017,271347,4.043,63368.0,-1,True
AD23-00399.008,2023-10-25,AD23-00399.008,146016,2.055,225253.0,-1,True
AD24-00071.001,2024-02-15,AD24-00071.001,198205,4.588,225253.0,-1,True
AD23-00434.011,2023-11-19,AD23-00434.011,2143883,32.996,884428.5,-1,True
AD23-00429.040,2023-11-15,AD23-00429.040,1702717,23.793,671922.0,-1,True
AD23-00429.029,2023-11-15,AD23-00429.029,643228,8.274,225253.0,-1,True
AD22-00015.015,2022-12-08,AD22-00015.015,275372,5.299427,319781.0,-1,True
AD23-00434.013,2023-11-19,AD23-00434.013,1465420,16.858,671922.0,-1,True
AD22-00014.003,2022-12-08,AD22-00014.003,3667522,41.60249,225253.0,-1,True
AD23-00430.001,2023-11-15,AD23-00430.001,168864,2.331,143990.0,-1,True
AD23-00434.008,2023-11-19,AD23-00434.008,467455,7.561,671922.0,-1,True
AD23-00011.002,2023-01-09,AD23-00011.002,284004,6.308,319982.0,-1,True
AD23-00429.038,2023-11-15,AD23-00429.038,627767,9.181,884428.5,-1,True
AD22-00013.004,2022-12-07,AD22-00013.004,360495,6.531687,25183.0,-1,True
AD22-00002.002,2022-08-08,AD22-00002.002,140041,0.147087,671922.0,-1,True
AD23-00434.012,2023-11-19,AD23-00434.012,238308,3.582,225253.0,-1,True
AD23-00011.008,2023-01-09,AD23-00011.008,333252,3.488,48755.0,-1,True
AD23-00434.016,2023-11-19,AD23-00434.016,549724,4.006,319781.0,-1,True
AD23-00394.017,2023-10-22,AD23-00394.017,58060,1.201,218747.0,-1,True
AD22-00014.004,2022-12-08,AD22-00014.004,111762,1.500272,319781.0,-1,True
AD23-00429.060,2023-11-15,AD23-00429.060,505579,5.953,68217.0,-1,True
AD22-00036.007,2022-12-26,AD22-00036.007,280014,3.674,143990.0,-1,True
AD23-00429.053,2023-11-15,AD23-00429.053,741471,7.859,319982.0,-1,True
AD23-00434.008,2023-11-19,AD23-00434.008,694982,11.241,319781.0,-1,True
AD23-00429.056,2023-11-15,AD23-00429.056,766216,7.835,319781.0,-1,True
AD24-00051.012,2024-02-04,AD24-00051.012,32989,2.756,71625.0,-1,True
AD22-00015.015,2022-12-08,AD22-00015.015,519729,10.001982,225253.0,-1,True
AD23-00432.020,2023-11-16,AD23-00432.020,8129638,78.48,225253.0,-1,True
AD23-00011.007,2023-01-09,AD23-00011.007,167711,1.45,225253.0,-1,True
AD24-00116.032,2024-03-18,AD24-00116.032,416997,2.673,319982.0,-1,True
AD23-00429.018,2023-11-15,AD23-00429.018,99362,1.542,143990.0,-1,True
AD24-00051.023,2024-02-04,AD24-00051.023,99245,5.783,671922.0,-1,True
AD23-00394.030,2023-10-22,AD23-00394.030,191411,3.512,319982.0,-1,True
AD23-00430.003,2023-11-15,AD23-00430.003,141084,1.664,91252.0,-1,True
AD22-00012.010,2022-12-07,AD22-00012.010,180443,3.41231,61811.0,-1,True
AD24-00071.003,2024-02-15,AD24-00071.003,225243,6.428,319781.0,-1,True
AD22-00013.010,2022-12-07,AD22-00013.010,94433,3.576364,319982.0,-1,True
AD23-00432.017,2023-11-16,AD23-00432.017,178966,1.276,319982.0,-1,True
AD23-00429.049,2023-11-15,AD23-00429.049,382157,4.672,63368.0,-1,True
AD23-00429.003,2023-11-15,AD23-00429.003,460473,5.641,26285.0,-1,True
AD23-00002.008,2023-01-02,AD23-00002.008,58467,0.895,218747.0,-1,True
AD22-00010.001,2022-12-06,AD22-00010.001,287978,0.32867,225253.0,-1,True
AD22-00012.012,2022-12-07,AD22-00012.012,49625,3.283026,91185.0,-1,True
AD23-00394.020,2023-10-22,AD23-00394.020,143164,3.051,71625.0,-1,True
AD23-00399.007,2023-10-25,AD23-00399.007,833307,8.35,671922.0,-1,True
AD22-00017.005,2022-12-12,AD22-00017.005,299634,2.639,53001.0,-1,True
AD23-00429.044,2023-11-15,AD23-00429.044,654312,10.42,68217.0,-1,True
AD23-00002.007,2023-01-02,AD23-00002.007,2861273,18.344,319781.0,-1,True
AD22-00013.009,2022-12-07,AD22-00013.009,398976,7.132546,218747.0,-1,True
AD23-00429.034,2023-11-15,AD23-00429.034,354293,4.105,225253.0,-1,True
AD23-00429.031,2023-11-15,AD23-00429.031,146284,1.718,88015.0,-1,True
AD24-00051.023,2024-02-04,AD24-00051.023,440531,25.669,25183.0,-1,True
AD24-00051.009,2024-02-04,AD24-00051.009,462724,17.921,25183.0,-1,True
AD22-00013.002,2022-12-07,AD22-00013.002,319982,4.716949,319982.0,-1,True
AD24-00116.027,2024-03-18,AD24-00116.027,592233,5.63,319781.0,-1,True
AD23-00011.002,2023-01-09,AD23-00011.002,348011,7.73,218747.0,-1,True
AD23-00429.025,2023-11-15,AD23-00429.025,545791,7.233,382.0,-1,True
AD24-00118.004,2024-03-19,AD24-00118.004,1724948,21.428,25183.0,-1,True
AD24-00071.001,2024-02-15,AD24-00071.001,171201,3.963,25183.0,-1,True
AD22-00010.006,2022-12-06,AD22-00010.006,163681,0.176718,319781.0,-1,True
AD22-00015.010,2022-12-08,AD22-00015.010,729276,19.9067,225253.0,-1,True
AD23-00429.050,2023-11-15,AD23-00429.050,175022,2.914,68217.0,-1,True
AD22-00014.002,2022-12-08,AD22-00014.002,116711,1.855157,225253.0,-1,True
AD23-00429.041,2023-11-15,AD23-00429.041,173148,1.883,88015.0,-1,True
AD23-00429.048,2023-11-15,AD23-00429.048,222070,2.364,143990.0,-1,True
AD22-00036.011,2022-12-26,AD22-00036.011,277857,4.72,671922.0,-1,True
AD22-00036.007,2022-12-26,AD22-00036.007,436756,5.731,319982.0,-1,True
AD22-00036.008,2022-12-26,AD22-00036.008,288266,2.947,225253.0,-1,True
AD23-00429.007,2023-11-15,AD23-00429.007,254776,2.365,35123.0,-1,True
AD23-00394.001,2023-10-22,AD23-00394.001,262060,3.948,319781.0,-1,True
AD23-00429.044,2023-11-15,AD23-00429.044,452081,7.2,225253.0,-1,True
AD23-00429.025,2023-11-15,AD23-00429.025,304999,4.042,319982.0,-1,True
AD22-00015.012,2022-12-08,AD22-00015.012,654929,9.365165,319982.0,-1,True
AD23-00432.004,2023-11-16,AD23-00432.004,45772,0.537,319982.0,-1,True
AD23-00429.003,2023-11-15,AD23-00429.003,373719,4.578,143990.0,-1,True
AD23-00432.006,2023-11-16,AD23-00432.006,221283,1.809,80864.0,-1,True
AD23-00430.002,2023-11-15,AD23-00430.002,2845764,33.619,884428.5,-1,True
AD23-00394.017,2023-10-22,AD23-00394.017,86106,1.781,225253.0,-1,True
AD23-00432.009,2023-11-16,AD23-00432.009,316284,5.909,143990.0,-1,True
AD23-00429.055,2023-11-15,AD23-00429.055,1113256,10.978,2031.0,-1,True
AD23-00429.024,2023-11-15,AD23-00429.024,290220,3.556,143990.0,-1,True
AD24-00051.007,2024-02-04,AD24-00051.007,52627,1.313,218747.0,-1,True
AD22-00015.006,2022-12-08,AD22-00015.006,97746,2.039068,88015.0,-1,True
AD23-00429.038,2023-11-15,AD23-00429.038,633163,9.26,25183.0,-1,True
AD23-00011.002,2023-01-09,AD23-00011.002,212177,4.713,225253.0,-1,True
AD23-00434.011,2023-11-19,AD23-00434.011,981965,15.113,671922.0,-1,True
AD24-00051.015,2024-02-04,AD24-00051.015,21906,2.295,319781.0,-1,True
AD23-00394.039,2023-10-22,AD23-00394.039,204742,3.565,53001.0,-1,True
AD23-00429.022,2023-11-15,AD23-00429.022,464989,9.652,884428.5,-1,True
AD23-00432.015,2023-11-16,AD23-00432.015,62797,0.623,319982.0,-1,True
AD23-00429.007,2023-11-15,AD23-00429.007,1255676,11.657,319781.0,-1,True
AD23-00429.013,2023-11-15,AD23-00429.013,498287,9.987,319982.0,-1,True
AD23-00434.008,2023-11-19,AD23-00434.008,533800,8.634,63368.0,-1,True
AD23-00429.042,2023-11-15,AD23-00429.042,148742,2.762,143990.0,-1,True
AD23-00429.049,2023-11-15,AD23-00429.049,394870,4.828,671922.0,-1,True
AD24-00051.016,2024-02-04,AD24-00051.016,571867,46.236,884428.5,-1,True
AD23-00399.004,2023-10-25,AD23-00399.004,295982,3.922,25183.0,-1,True
AD22-00017.001,2022-12-12,AD22-00017.001,1040733,16.955,319982.0,-1,True
AD23-00394.026,2023-10-22,AD23-00394.026,114987,2.697,143990.0,-1,True
AD23-00011.009,2023-01-09,AD23-00011.009,318964,4.183,61811.0,-1,True
AD24-00116.023,2024-03-18,AD24-00116.023,351621,6.569,319982.0,-1,True
AD23-00399.036,2023-10-25,AD23-00399.036,2227600,25.762,319781.0,-1,True
AD22-00012.003,2022-12-07,AD22-00012.003,690431,12.025819,671922.0,-1,True
AD23-00429.060,2023-11-15,AD23-00429.060,471182,5.548,53001.0,-1,True
AD22-00017.005,2022-12-12,AD22-00017.005,190128,1.675,80864.0,-1,True
AD23-00429.011,2023-11-15,AD23-00429.011,905057,16.629,319982.0,-1,True
AD23-00399.019,2023-10-25,AD23-00399.019,17765,0.59,319982.0,-1,True
AD24-00116.023,2024-03-18,AD24-00116.023,213113,3.981,225253.0,-1,True
AD23-00429.016,2023-11-15,AD23-00429.016,141732,3.713,57539.0,-1,True
AD22-00017.005,2022-12-12,AD22-00017.005,393378,3.465,22681.0,-1,True
AD22-00014.008,2022-12-08,AD22-00014.008,135695,3.919666,143990.0,-1,True
AD23-00434.017,2023-11-19,AD23-00434.017,212525,8.182,25183.0,-1,True
AD23-00429.034,2023-11-15,AD23-00429.034,864097,10.013,671922.0,-1,True
AD23-00394.017,2023-10-22,AD23-00394.017,462070,9.555,671922.0,-1,True
AD24-00051.024,2024-02-04,AD24-00051.024,40447,3.032,91252.0,-1,True
AD23-00429.056,2023-11-15,AD23-00429.056,571510,5.844,25183.0,-1,True
AD23-00429.044,2023-11-15,AD23-00429.044,244735,3.898,319781.0,-1,True
AD22-00015.011,2022-12-08,AD22-00015.011,879005,14.390731,671922.0,-1,True
AD23-00434.008,2023-11-19,AD23-00434.008,200385,3.241,225253.0,-1,True
AD22-00036.011,2022-12-26,AD22-00036.011,142582,2.422,91252.0,-1,True
AD24-00071.022,2024-02-15,AD24-00071.022,689679,6.961,671922.0,-1,True
AD23-00434.011,2023-11-19,AD23-00434.011,43265,0.666,218747.0,-1,True
AD23-00429.046,2023-11-15,AD23-00429.046,356998,5.683,319982.0,-1,True
AD22-00015.001,2022-12-08,AD22-00015.001,121968,5.065882,48755.0,-1,True
AD23-00429.006,2023-11-15,AD23-00429.006,1319388,13.936,671922.0,-1,True
AD23-00394.030,2023-10-22,AD23-00394.030,200256,3.675,225253.0,-1,True
AD23-00434.011,2023-11-19,AD23-00434.011,177804,2.737,319982.0,-1,True
AD23-00432.001,2023-11-16,AD23-00432.001,2663938,20.762,671922.0,-1,True
AD22-00012.003,2022-12-07,AD22-00012.003,122734,2.137762,143990.0,-1,True
AD23-00394.026,2023-10-22,AD23-00394.026,87914,2.062,88015.0,-1,True
AD23-00429.024,2023-11-15,AD23-00429.024,155008,1.899,218747.0,-1,True
AD23-00432.006,2023-11-16,AD23-00432.006,2894242,23.663,884428.5,-1,True
AD23-00434.020,2023-11-19,AD23-00434.020,2218442,19.611,671922.0,-1,True
AD22-00013.010,2022-12-07,AD22-00013.010,92299,3.495545,91185.0,-1,True
AD24-00051.023,2024-02-04,AD24-00051.023,79438,4.629,71625.0,-1,True
AD22-00017.008,2022-12-12,AD22-00017.008,806661,9.395,671922.0,-1,True
AD23-00011.009,2023-01-09,AD23-00011.009,125860,1.651,671922.0,-1,True
AD24-00051.003,2024-02-04,AD24-00051.003,139960,6.787,319781.0,-1,True
AD23-00432.018,2023-11-16,AD23-00432.018,17540531,53.417,225253.0,-1,True
AD23-00399.005,2023-10-25,AD23-00399.005,1668556,21.332,25183.0,-1,True
AD23-00432.005,2023-11-16,AD23-00432.005,1021576,14.099,319781.0,-1,True
AD22-00001.010,2022-08-03,AD22-00001.010,188552,0.20442,671922.0,-1,True
AD22-00012.008,2022-12-07,AD22-00012.008,206717,6.180141,218747.0,-1,True
AD23-00394.008,2023-10-22,AD23-00394.008,1196353,20.986,671922.0,-1,True
AD23-00429.002,2023-11-15,AD23-00429.002,1258701,11.065,671922.0,-1,True
AD22-00014.008,2022-12-08,AD22-00014.008,168322,4.862125,884428.5,-1,True
AD23-00394.003,2023-10-22,AD23-00394.003,198109,3.979,225253.0,-1,True
AD22-00006.001,2022-08-22,AD22-00006.001,291991,0.304691,319982.0,-1,True
AD23-00429.032,2023-11-15,AD23-00429.032,55568,1.991,91252.0,-1,True
AD24-00118.004,2024-03-19,AD24-00118.004,180901,2.247,91252.0,-1,True
AD22-00012.006,2022-12-07,AD22-00012.006,533327,7.227108,671922.0,-1,True
AD24-00116.032,2024-03-18,AD24-00116.032,1542239,9.886,225253.0,-1,True
AD23-00429.012,2023-11-15,AD23-00429.012,86576,2.436,671922.0,-1,True
AD23-00429.030,2023-11-15,AD23-00429.030,127993,1.685,88015.0,-1,True
AD23-00434.014,2023-11-19,AD23-00434.014,607747,13.255,671922.0,-1,True
AD22-00012.006,2022-12-07,AD22-00012.006,1980597,26.839045,884428.5,-1,True
AD22-00015.001,2022-12-08,AD22-00015.001,67127,2.788088,319982.0,-1,True
AD24-00116.017,2024-03-18,AD24-00116.017,110863,1.652,91252.0,-1,True
AD23-00002.006,2023-01-02,AD23-00002.006,20096,3.546,71625.0,-1,True
AD23-00429.021,2023-11-15,AD23-00429.021,93306,1.997,88015.0,-1,True
AD23-00429.006,2023-11-15,AD23-00429.006,316932,3.348,71625.0,-1,True
AD23-00394.010,2023-10-22,AD23-00394.010,229369,2.763,63368.0,-1,True
AD23-00429.004,2023-11-15,AD23-00429.004,313729,3.848,319982.0,-1,True
AD24-00116.029,2024-03-18,AD24-00116.029,320325,1.604,53001.0,-1,True
AD23-00429.041,2023-11-15,AD23-00429.041,591568,6.432,319781.0,-1,True
AD22-00012.008,2022-12-07,AD22-00012.008,85591,2.558882,91252.0,-1,True
AD24-00116.034,2024-03-18,AD24-00116.034,704787,4.727,671922.0,-1,True
AD22-00013.005,2022-12-07,AD22-00013.005,228425,3.178723,61811.0,-1,True
AD22-00036.009,2022-12-26,AD22-00036.009,1972485,16.914,319781.0,-1,True
AD24-00051.018,2024-02-04,AD24-00051.018,111022,9.768,671922.0,-1,True
AD24-00116.034,2024-03-18,AD24-00116.034,7676319,51.488,884428.5,-1,True
AD23-00432.002,2023-11-16,AD23-00432.002,455561,3.376,218747.0,-1,True
AD23-00429.039,2023-11-15,AD23-00429.039,511957,5.109,143990.0,-1,True
AD23-00002.007,2023-01-02,AD23-00002.007,314085,2.014,80864.0,-1,True
AD23-00394.018,2023-10-22,AD23-00394.018,136468,3.013,88015.0,-1,True
AD22-00017.002,2022-12-12,AD22-00017.002,1285503,11.788,319982.0,-1,True
AD23-00394.021,2023-10-22,AD23-00394.021,822088,15.258,671922.0,-1,True
AD23-00434.017,2023-11-19,AD23-00434.017,136887,5.27,319781.0,-1,True
AD23-00429.049,2023-11-15,AD23-00429.049,843055,10.307,319982.0,-1,True
AD24-00071.022,2024-02-15,AD24-00071.022,83427,0.842,218747.0,-1,True
AD22-00014.003,2022-12-08,AD22-00014.003,470912,5.341784,319781.0,-1,True
AD23-00432.010,2023-11-16,AD23-00432.010,4029771,24.815,884428.5,-1,True
AD22-00017.003,2022-12-12,AD22-00017.003,205625,1.968,218747.0,-1,True
AD23-00394.007,2023-10-22,AD23-00394.007,189917,2.905,143990.0,-1,True
AD23-00394.012,2023-10-22,AD23-00394.012,325910,4.014,319781.0,-1,True
AD23-00432.012,2023-11-16,AD23-00432.012,241733,2.47,143990.0,-1,True
AD23-00432.019,2023-11-16,AD23-00432.019,173871,1.401,218747.0,-1,True
AD24-00071.021,2024-02-15,AD24-00071.021,283386,4.502,225253.0,-1,True
AD23-00399.036,2023-10-25,AD23-00399.036,1395835,16.143,884428.5,-1,True
AD24-00051.005,2024-02-04,AD24-00051.005,184959,11.38,671922.0,-1,True
AD23-00432.010,2023-11-16,AD23-00432.010,285334,1.757,35123.0,-1,True
AD23-00432.014,2023-11-16,AD23-00432.014,186639,2.925,71625.0,-1,True
AD22-00013.005,2022-12-07,AD22-00013.005,320533,4.460483,884428.5,-1,True
AD23-00394.030,2023-10-22,AD23-00394.030,108303,1.987,218747.0,-1,True
AD23-00394.020,2023-10-22,AD23-00394.020,124406,2.651,218747.0,-1,True
AD23-00394.017,2023-10-22,AD23-00394.017,133827,2.767,319982.0,-1,True
AD23-00429.008,2023-11-15,AD23-00429.008,143568,1.687,218747.0,-1,True
AD22-00014.009,2022-12-08,AD22-00014.009,931390,19.68447,218747.0,-1,True
AD23-00430.002,2023-11-15,AD23-00430.002,317222,3.748,218747.0,-1,True
AD24-00116.020,2024-03-18,AD24-00116.020,144761,1.92,80864.0,-1,True
AD23-00429.033,2023-11-15,AD23-00429.033,353969,3.241,319982.0,-1,True
AD24-00051.027,2024-02-04,AD24-00051.027,610342,26.039,671922.0,-1,True
AD23-00399.030,2023-10-25,AD23-00399.030,1346182,14.647,671922.0,-1,True
AD23-00429.022,2023-11-15,AD23-00429.022,109246,2.268,88015.0,-1,True
AD23-00432.010,2023-11-16,AD23-00432.010,1059584,6.525,319781.0,-1,True
AD23-00429.033,2023-11-15,AD23-00429.033,746449,6.834,225253.0,-1,True
AD23-00002.010,2023-01-02,AD23-00002.010,258222,2.019,143990.0,-1,True
AD22-00005.002,2022-08-22,AD22-00005.002,127650,0.139395,671922.0,-1,True
AD22-00015.015,2022-12-08,AD22-00015.015,365060,7.025438,884428.5,-1,True
AD22-00007.005,2022-08-29,AD22-00007.005,373052,0.434458,319982.0,-1,True
AD23-00432.001,2023-11-16,AD23-00432.001,254957,1.987,63368.0,-1,True
AD22-00015.001,2022-12-08,AD22-00015.001,89453,3.715387,218747.0,-1,True
AD23-00429.049,2023-11-15,AD23-00429.049,473594,5.79,25183.0,-1,True
AD23-00429.007,2023-11-15,AD23-00429.007,479536,4.452,225253.0,-1,True
AD23-00429.004,2023-11-15,AD23-00429.004,237645,2.915,225253.0,-1,True
AD23-00429.018,2023-11-15,AD23-00429.018,234687,3.642,63368.0,-1,True
AD23-00011.006,2023-01-09,AD23-00011.006,141085,3.716,63368.0,-1,True
AD23-00429.021,2023-11-15,AD23-00429.021,254773,5.454,319982.0,-1,True
AD23-00429.050,2023-11-15,AD23-00429.050,141490,2.356,80864.0,-1,True
AD22-00012.010,2022-12-07,AD22-00012.010,1245977,23.56234,884428.5,-1,True
AD23-00394.014,2023-10-22,AD23-00394.014,129629,2.346,225253.0,-1,True
AD22-00014.001,2022-12-08,AD22-00014.001,142521,3.488826,88015.0,-1,True
AD22-00005.004,2022-08-22,AD22-00005.004,138621,0.151377,319781.0,-1,True
AD22-00012.003,2022-12-07,AD22-00012.003,236453,4.118501,884428.5,-1,True
AD23-00430.002,2023-11-15,AD23-00430.002,303445,3.585,319982.0,-1,True
AD22-00015.001,2022-12-08,AD22-00015.001,81213,3.373143,143990.0,-1,True
AD24-00071.017,2024-02-15,AD24-00071.017,897068,12.104,319781.0,-1,True
AD23-00429.004,2023-11-15,AD23-00429.004,482397,5.917,884428.5,-1,True
AD24-00051.018,2024-02-04,AD24-00051.018,15626,1.375,225253.0,-1,True
AD22-00008.001,2022-08-29,AD22-00008.001,180492,0.197067,884428.5,-1,True
AD23-00394.015,2023-10-22,AD23-00394.015,151250,3.105,91252.0,-1,True
AD23-00429.011,2023-11-15,AD23-00429.011,152420,2.8,71625.0,-1,True
AD22-00014.004,2022-12-08,AD22-00014.004,719154,9.653785,218747.0,-1,True
AD23-00429.024,2023-11-15,AD23-00429.024,968934,11.871,225253.0,-1,True
AD24-00051.027,2024-02-04,AD24-00051.027,160393,6.843,319982.0,-1,True
AD22-00012.015,2022-12-07,AD22-00012.015,79582,4.630595,225253.0,-1,True
AD24-00071.024,2024-02-15,AD24-00071.024,357061,3.143,53001.0,-1,True
AD24-00051.019,2024-02-04,AD24-00051.019,76835,6.05,671922.0,-1,True
AD24-00116.020,2024-03-18,AD24-00116.020,670983,8.9,884428.5,-1,True
AD22-00013.006,2022-12-07,AD22-00013.006,638995,16.861961,225253.0,-1,True
AD23-00399.002,2023-10-25,AD23-00399.002,230271,3.546,25183.0,-1,True
AD22-00012.008,2022-12-07,AD22-00012.008,156643,4.683097,63368.0,-1,True
AD22-00015.007,2022-12-08,AD22-00015.007,221643,4.168763,143990.0,-1,True
AD23-00429.047,2023-11-15,AD23-00429.047,315611,4.397,225253.0,-1,True
AD22-00015.014,2022-12-08,AD22-00015.014,541522,8.836922,225253.0,-1,True
AD23-00002.002,2023-01-02,AD23-00002.002,284869,3.758,143990.0,-1,True
AD22-00036.011,2022-12-26,AD22-00036.011,68077,1.157,218747.0,-1,True
AD22-00006.001,2022-08-22,AD22-00006.001,152762,0.159406,884428.5,-1,True
AD22-00012.007,2022-12-07,AD22-00012.007,464622,5.496961,218747.0,-1,True
AD24-00071.021,2024-02-15,AD24-00071.021,495094,7.866,671922.0,-1,True
AD24-00116.032,2024-03-18,AD24-00116.032,319830,2.05,25183.0,-1,True
AD23-00394.021,2023-10-22,AD23-00394.021,144981,2.691,88015.0,-1,True
AD23-00432.018,2023-11-16,AD23-00432.018,930818,2.835,382.0,-1,True
AD23-00432.009,2023-11-16,AD23-00432.009,65096,1.216,319982.0,-1,True
AD22-00017.003,2022-12-12,AD22-00017.003,367993,3.522,884428.5,-1,True
AD24-00071.017,2024-02-15,AD24-00071.017,284599,3.84,63368.0,-1,True
AD22-00017.003,2022-12-12,AD22-00017.003,1109284,10.617,671922.0,-1,True
AD22-00017.009,2022-12-12,AD22-00017.009,745601,4.45,143990.0,-1,True
AD23-00399.007,2023-10-25,AD23-00399.007,263605,2.642,22681.0,-1,True
AD22-00014.008,2022-12-08,AD22-00014.008,124380,3.592823,319982.0,-1,True
AD24-00051.007,2024-02-04,AD24-00051.007,230811,5.76,319982.0,-1,True
AD22-00036.008,2022-12-26,AD22-00036.008,948752,9.698,671922.0,-1,True
AD23-00429.056,2023-11-15,AD23-00429.056,247609,2.532,80864.0,-1,True
AD24-00051.006,2024-02-04,AD24-00051.006,97365,1.942,88015.0,-1,True
AD23-00011.009,2023-01-09,AD23-00011.009,94401,1.238,143990.0,-1,True
AD23-00432.006,2023-11-16,AD23-00432.006,189065,1.546,91185.0,-1,True
AD23-00429.047,2023-11-15,AD23-00429.047,2998754,41.774,884428.5,-1,True
AD22-00001.008,2022-08-03,AD22-00001.008,373663,0.420272,319781.0,-1,True
AD23-00429.026,2023-11-15,AD23-00429.026,216589,2.655,143990.0,-1,True
AD23-00432.003,2023-11-16,AD23-00432.003,312116,4.087,319781.0,-1,True
AD23-00429.015,2023-11-15,AD23-00429.015,272150,1.446,88015.0,-1,True
AD23-00429.055,2023-11-15,AD23-00429.055,610756,6.023,319982.0,-1,True
AD23-00434.016,2023-11-19,AD23-00434.016,4053144,29.538,884428.5,-1,True
AD23-00429.033,2023-11-15,AD23-00429.033,244685,2.24,218747.0,-1,True
AD23-00394.014,2023-10-22,AD23-00394.014,138550,2.508,91252.0,-1,True
AD23-00432.008,2023-11-16,AD23-00432.008,347431,4.936,91252.0,-1,True
