text_id,sample_date,sample_id,result_value,percentage,median,anomaly_score,is_anomaly
AD23-00429.010,2023-11-15,AD23-00429.010,758680,14.54,671922.0,-1,True
AD23-00432.016,2023-11-16,AD23-00432.016,1505433,16.31,671922.0,-1,True
AD22-00013.006,2022-12-07,AD22-00013.006,112467,2.967808,88015.0,-1,True
AD23-00429.011,2023-11-15,AD23-00429.011,561273,10.312,218747.0,-1,True
AD24-00051.027,2024-02-04,AD24-00051.027,548656,23.407,884428.5,-1,True
AD23-00432.001,2023-11-16,AD23-00432.001,350112,2.729,319982.0,-1,True
AD22-00012.015,2022-12-07,AD22-00012.015,40247,2.34183,91252.0,-1,True
AD22-00017.003,2022-12-12,AD22-00017.003,281973,2.699,143990.0,-1,True
AD24-00116.026,2024-03-18,AD24-00116.026,358053,3.409,88015.0,-1,True
AD22-00002.005,2022-08-08,AD22-00002.005,179106,0.200875,319781.0,-1,True
AD23-00002.003,2023-01-02,AD23-00002.003,1499715,36.155,884428.5,-1,True
AD23-00432.014,2023-11-16,AD23-00432.014,928434,14.549,884428.5,-1,True
AD23-00002.004,2023-01-02,AD23-00002.004,1376560,23.701,884428.5,-1,True
AD23-00434.020,2023-11-19,AD23-00434.020,298107,2.635,53001.0,-1,True
AD24-00051.013,2024-02-04,AD24-00051.013,76368,4.012,671922.0,-1,True
AD23-00432.010,2023-11-16,AD23-00432.010,674173,4.152,143990.0,-1,True
AD23-00394.017,2023-10-22,AD23-00394.017,286133,5.917,884428.5,-1,True
AD22-00002.010,2022-08-08,AD22-00002.010,679804,0.732368,80864.0,-1,True
AD22-00014.001,2022-12-08,AD22-00014.001,88586,2.168531,91252.0,-1,True
AD24-00051.010,2024-02-04,AD24-00051.010,13245,0.587,218747.0,-1,True
AD23-00002.009,2023-01-02,AD23-00002.009,368314,3.846,63368.0,-1,True
AD23-00429.039,2023-11-15,AD23-00429.039,308116,3.075,63368.0,-1,True
AD23-00429.042,2023-11-15,AD23-00429.042,1364013,25.33,884428.5,-1,True
AD23-00429.053,2023-11-15,AD23-00429.053,216860,2.299,218747.0,-1,True
AD22-00002.008,2022-08-08,AD22-00002.008,212546,0.234145,671922.0,-1,True
AD23-00002.009,2023-01-02,AD23-00002.009,119760,1.251,218747.0,-1,True
AD23-00394.023,2023-10-22,AD23-00394.023,95741,2.684,218747.0,-1,True
AD22-00014.005,2022-12-08,AD22-00014.005,33306,1.332004,884428.5,-1,True
AD24-00051.020,2024-02-04,AD24-00051.020,143662,11.757,884428.5,-1,True
AD23-00011.006,2023-01-09,AD23-00011.006,384394,10.125,671922.0,-1,True
AD23-00434.012,2023-11-19,AD23-00434.012,254041,3.818,319781.0,-1,True
AD23-00399.002,2023-10-25,AD23-00399.002,189464,2.917,143990.0,-1,True
AD23-00429.060,2023-11-15,AD23-00429.060,408593,4.811,319781.0,-1,True
AD22-00036.011,2022-12-26,AD22-00036.011,177899,3.022,225253.0,-1,True
AD23-00429.015,2023-11-15,AD23-00429.015,668959,3.554,143990.0,-1,True
AD23-00432.006,2023-11-16,AD23-00432.006,231717,1.895,91252.0,-1,True
AD23-00394.010,2023-10-22,AD23-00394.010,196068,2.362,319781.0,-1,True
AD22-00013.001,2022-12-07,AD22-00013.001,533722,14.682873,671922.0,-1,True
AD24-00051.020,2024-02-04,AD24-00051.020,8491,0.695,218747.0,-1,True
AD24-00051.018,2024-02-04,AD24-00051.018,76861,6.763,319781.0,-1,True
AD22-00005.004,2022-08-22,AD22-00005.004,255994,0.279551,884428.5,-1,True
AD23-00399.030,2023-10-25,AD23-00399.030,219441,2.388,80864.0,-1,True
AD24-00051.009,2024-02-04,AD24-00051.009,103595,4.012,63368.0,-1,True
AD22-00014.007,2022-12-08,AD22-00014.007,910196,13.157498,671922.0,-1,True
AD23-00011.003,2023-01-09,AD23-00011.003,1052441,13.265,671922.0,-1,True
AD23-00399.025,2023-10-25,AD23-00399.025,108784,1.975,143990.0,-1,True
AD23-00429.022,2023-11-15,AD23-00429.022,1481535,30.754,218747.0,-1,True
AD22-00014.008,2022-12-08,AD22-00014.008,181154,5.232788,319781.0,-1,True
AD24-00051.024,2024-02-04,AD24-00051.024,335840,25.178,884428.5,-1,True
AD22-00017.003,2022-12-12,AD22-00017.003,665119,6.366,225253.0,-1,True
AD24-00116.034,2024-03-18,AD24-00116.034,445271,2.987,63368.0,-1,True
AD23-00399.005,2023-10-25,AD23-00399.005,853685,10.914,63368.0,-1,True
AD23-00430.001,2023-11-15,AD23-00430.001,309316,4.269,319781.0,-1,True
AD23-00429.053,2023-11-15,AD23-00429.053,803038,8.512,25183.0,-1,True
AD22-00015.002,2022-12-08,AD22-00015.002,400831,4.738116,319781.0,-1,True
AD22-00015.012,2022-12-08,AD22-00015.012,184492,2.638145,91252.0,-1,True
AD23-00429.054,2023-11-15,AD23-00429.054,272321,3.024,63368.0,-1,True
AD23-00430.001,2023-11-15,AD23-00430.001,251858,3.476,218747.0,-1,True
AD24-00116.017,2024-03-18,AD24-00116.017,651376,9.705,25183.0,-1,True
AD23-00394.008,2023-10-22,AD23-00394.008,243518,4.272,80864.0,-1,True
AD23-00399.003,2023-10-25,AD23-00399.003,74525,1.41,218747.0,-1,True
AD22-00012.014,2022-12-07,AD22-00012.014,595469,11.848561,319982.0,-1,True
AD23-00429.005,2023-11-15,AD23-00429.005,1350668,11.335,319781.0,-1,True
AD24-00116.017,2024-03-18,AD24-00116.017,39750,0.592,218747.0,-1,True
AD22-00036.007,2022-12-26,AD22-00036.007,129321,1.697,91185.0,-1,True
AD23-00002.006,2023-01-02,AD23-00002.006,18593,3.28,671922.0,-1,True
AD22-00014.009,2022-12-08,AD22-00014.009,438522,9.267947,225253.0,-1,True
AD22-00015.010,2022-12-08,AD22-00015.010,127034,3.467587,68217.0,-1,True
AD23-00429.041,2023-11-15,AD23-00429.041,162605,1.768,319982.0,-1,True
AD23-00394.026,2023-10-22,AD23-00394.026,214458,5.03,225253.0,-1,True
AD22-00007.003,2022-08-29,AD22-00007.003,109736,0.123253,884428.5,-1,True
AD23-00399.006,2023-10-25,AD23-00399.006,82854,1.401,225253.0,-1,True
AD23-00429.006,2023-11-15,AD23-00429.006,320837,3.389,225253.0,-1,True
AD23-00429.003,2023-11-15,AD23-00429.003,262657,3.218,80864.0,-1,True
AD23-00399.003,2023-10-25,AD23-00399.003,160879,3.044,57539.0,-1,True
AD23-00429.039,2023-11-15,AD23-00429.039,129687,1.294,225253.0,-1,True
AD22-00036.015,2022-12-26,AD22-00036.015,3134153,26.199,884428.5,-1,True
AD22-00012.010,2022-12-07,AD22-00012.010,317404,6.002343,91252.0,-1,True
AD24-00051.014,2024-02-04,AD24-00051.014,92895,5.598,671922.0,-1,True
AD22-00014.003,2022-12-08,AD22-00014.003,267137,3.030265,319982.0,-1,True
AD22-00015.011,2022-12-08,AD22-00015.011,272235,4.456927,4192.0,-1,True
AD22-00017.010,2022-12-12,AD22-00017.010,176226,1.333,143990.0,-1,True
AD23-00434.012,2023-11-19,AD23-00434.012,275321,4.138,63368.0,-1,True
AD24-00071.019,2024-02-15,AD24-00071.019,280834,3.525,63368.0,-1,True
AD23-00429.006,2023-11-15,AD23-00429.006,1153247,12.181,319781.0,-1,True
AD23-00429.001,2023-11-15,AD23-00429.001,878218,7.915,671922.0,-1,True
AD23-00394.014,2023-10-22,AD23-00394.014,206522,3.738,319982.0,-1,True
AD22-00012.010,2022-12-07,AD22-00012.010,211717,4.003724,218747.0,-1,True
AD23-00429.043,2023-11-15,AD23-00429.043,412618,4.792,225253.0,-1,True
AD22-00014.005,2022-12-08,AD22-00014.005,82732,3.308694,88015.0,-1,True
AD24-00051.018,2024-02-04,AD24-00051.018,62945,5.538,57539.0,-1,True
AD23-00399.008,2023-10-25,AD23-00399.008,133564,1.88,91252.0,-1,True
AD23-00002.008,2023-01-02,AD23-00002.008,537036,8.217,319781.0,-1,True
AD23-00429.037,2023-11-15,AD23-00429.037,1271816,16.378,671922.0,-1,True
AD23-00394.023,2023-10-22,AD23-00394.023,287814,8.069,319982.0,-1,True
AD23-00429.051,2023-11-15,AD23-00429.051,289275,3.591,53001.0,-1,True
AD22-00014.007,2022-12-08,AD22-00014.007,300755,4.347617,218747.0,-1,True
AD22-00013.003,2022-12-07,AD22-00013.003,135992,1.809596,88015.0,-1,True
AD22-00012.002,2022-12-07,AD22-00012.002,225253,5.384561,225253.0,-1,True
AD23-00429.005,2023-11-15,AD23-00429.005,520202,4.366,53001.0,-1,True
AD23-00002.005,2023-01-02,AD23-00002.005,214595,14.388,671922.0,-1,True
AD22-00015.009,2022-12-08,AD22-00015.009,357767,4.877993,319982.0,-1,True
AD23-00429.049,2023-11-15,AD23-00429.049,496289,6.067,53001.0,-1,True
AD23-00429.010,2023-11-15,AD23-00429.010,106724,2.045,143990.0,-1,True
AD24-00051.017,2024-02-04,AD24-00051.017,140462,7.293,319781.0,-1,True
AD22-00017.004,2022-12-12,AD22-00017.004,165604,1.537,143990.0,-1,True
AD24-00116.017,2024-03-18,AD24-00116.017,247291,3.684,53001.0,-1,True
AD22-00013.001,2022-12-07,AD22-00013.001,301271,8.288067,884428.5,-1,True
AD23-00432.019,2023-11-16,AD23-00432.019,97933,0.789,319982.0,-1,True
AD23-00429.037,2023-11-15,AD23-00429.037,207807,2.676,53001.0,-1,True
AD24-00116.031,2024-03-18,AD24-00116.031,485929,4.409,5326.0,-1,True
AD22-00012.002,2022-12-07,AD22-00012.002,401829,9.605523,884428.5,-1,True
AD23-00429.004,2023-11-15,AD23-00429.004,361976,4.44,319781.0,-1,True
AD22-00017.001,2022-12-12,AD22-00017.001,187173,3.049,218747.0,-1,True
AD22-00013.008,2022-12-07,AD22-00013.008,201197,3.055881,57539.0,-1,True
AD23-00394.015,2023-10-22,AD23-00394.015,323340,6.638,319781.0,-1,True
AD22-00036.008,2022-12-26,AD22-00036.008,493871,5.048,319781.0,-1,True
AD23-00394.008,2023-10-22,AD23-00394.008,344150,6.037,884428.5,-1,True
AD23-00432.001,2023-11-16,AD23-00432.001,617092,4.809,319781.0,-1,True
AD23-00429.018,2023-11-15,AD23-00429.018,338314,5.25,319982.0,-1,True
AD23-00432.008,2023-11-16,AD23-00432.008,1337174,18.996,319781.0,-1,True
AD23-00429.015,2023-11-15,AD23-00429.015,4840088,25.712,671922.0,-1,True
AD22-00015.012,2022-12-08,AD22-00015.012,148195,2.119116,143990.0,-1,True
AD23-00011.008,2023-01-09,AD23-00011.008,2695056,28.207,884428.5,-1,True
AD24-00116.026,2024-03-18,AD24-00116.026,218611,2.082,68217.0,-1,True
AD22-00014.004,2022-12-08,AD22-00014.004,87312,1.17206,143990.0,-1,True
AD22-00014.004,2022-12-08,AD22-00014.004,665814,8.937759,884428.5,-1,True
AD23-00429.021,2023-11-15,AD23-00429.021,259174,5.548,884428.5,-1,True
AD22-00014.002,2022-12-08,AD22-00014.002,214005,3.401675,57539.0,-1,True
AD23-00002.005,2023-01-02,AD23-00002.005,36328,2.436,218747.0,-1,True
AD23-00432.002,2023-11-16,AD23-00432.002,394782,2.926,71625.0,-1,True
AD22-00012.013,2022-12-07,AD22-00012.013,114869,3.833201,225253.0,-1,True
AD22-00013.008,2022-12-07,AD22-00013.008,127041,1.929562,91252.0,-1,True
AD22-00036.015,2022-12-26,AD22-00036.015,214857,1.796,91252.0,-1,True
AD23-00394.013,2023-10-22,AD23-00394.013,302977,5.356,225253.0,-1,True
AD23-00399.019,2023-10-25,AD23-00399.019,163079,5.413,63368.0,-1,True
AD22-00012.003,2022-12-07,AD22-00012.003,275072,4.791161,319982.0,-1,True
AD22-00013.004,2022-12-07,AD22-00013.004,1282591,23.238834,671922.0,-1,True
AD24-00051.023,2024-02-04,AD24-00051.023,19231,1.121,225253.0,-1,True
AD23-00002.004,2023-01-02,AD23-00002.004,520782,8.967,319781.0,-1,True
AD23-00429.032,2023-11-15,AD23-00429.032,56922,2.04,671922.0,-1,True
AD22-00012.009,2022-12-07,AD22-00012.009,69578,1.713109,319781.0,-1,True
AD22-00014.002,2022-12-08,AD22-00014.002,860026,13.670377,671922.0,-1,True
AD23-00002.003,2023-01-02,AD23-00002.003,107357,2.588,143990.0,-1,True
AD22-00013.002,2022-12-07,AD22-00013.002,99242,1.462956,671922.0,-1,True
AD24-00051.003,2024-02-04,AD24-00051.003,327526,15.883,671922.0,-1,True
AD23-00394.008,2023-10-22,AD23-00394.008,120845,2.12,91252.0,-1,True
AD23-00399.030,2023-10-25,AD23-00399.030,77697,0.845,218747.0,-1,True
AD23-00429.040,2023-11-15,AD23-00429.040,230547,3.222,319982.0,-1,True
AD22-00017.009,2022-12-12,AD22-00017.009,677031,4.041,91252.0,-1,True
AD23-00394.015,2023-10-22,AD23-00394.015,184357,3.785,63368.0,-1,True
AD23-00399.038,2023-10-25,AD23-00399.038,1154818,13.157,63368.0,-1,True
AD24-00071.024,2024-02-15,AD24-00071.024,1784856,15.711,319781.0,-1,True
AD22-00015.004,2022-12-08,AD22-00015.004,62379,1.815318,88015.0,-1,True
AD24-00116.027,2024-03-18,AD24-00116.027,591596,5.624,671922.0,-1,True
AD22-00012.002,2022-12-07,AD22-00012.002,98861,2.363223,143990.0,-1,True
AD23-00394.022,2023-10-22,AD23-00394.022,141122,3.991,319982.0,-1,True
AD23-00429.015,2023-11-15,AD23-00429.015,347422,1.846,61811.0,-1,True
AD22-00036.014,2022-12-26,AD22-00036.014,242253,4.397,671922.0,-1,True
AD22-00014.007,2022-12-08,AD22-00014.007,362292,5.237176,319982.0,-1,True
AD23-00429.014,2023-11-15,AD23-00429.014,1231011,17.792,671922.0,-1,True
AD23-00002.003,2023-01-02,AD23-00002.003,331241,7.986,671922.0,-1,True
AD23-00394.003,2023-10-22,AD23-00394.003,66195,1.33,143990.0,-1,True
AD22-00036.007,2022-12-26,AD22-00036.007,312543,4.101,57539.0,-1,True
AD22-00014.005,2022-12-08,AD22-00014.005,95692,3.827002,91185.0,-1,True
AD23-00429.043,2023-11-15,AD23-00429.043,264143,3.068,319781.0,-1,True
AD22-00013.006,2022-12-07,AD22-00013.006,473354,12.490985,671922.0,-1,True
AD24-00071.019,2024-02-15,AD24-00071.019,419078,5.26,319982.0,-1,True
AD23-00002.010,2023-01-02,AD23-00002.010,2510573,19.631,319781.0,-1,True
AD22-00008.003,2022-08-29,AD22-00008.003,113479,0.124808,319781.0,-1,True
AD22-00013.004,2022-12-07,AD22-00013.004,36447,0.660371,884428.5,-1,True
AD23-00399.007,2023-10-25,AD23-00399.007,360188,3.609,91252.0,-1,True
AD22-00036.013,2022-12-26,AD22-00036.013,1749163,15.176,671922.0,-1,True
AD23-00002.009,2023-01-02,AD23-00002.009,106003,1.107,225253.0,-1,True
AD22-00013.006,2022-12-07,AD22-00013.006,103713,2.736805,91185.0,-1,True
AD22-00015.013,2022-12-08,AD22-00015.013,128097,3.686039,88015.0,-1,True
AD23-00429.048,2023-11-15,AD23-00429.048,608499,6.478,319781.0,-1,True
AD23-00399.019,2023-10-25,AD23-00399.019,928248,30.809,25183.0,-1,True
AD24-00051.008,2024-02-04,AD24-00051.008,143507,5.04,63368.0,-1,True
AD22-00036.008,2022-12-26,AD22-00036.008,202731,2.072,88015.0,-1,True
AD23-00429.021,2023-11-15,AD23-00429.021,331279,7.092,225253.0,-1,True
AD23-00432.016,2023-11-16,AD23-00432.016,767907,8.32,884428.5,-1,True
AD22-00017.001,2022-12-12,AD22-00017.001,123576,2.013,91185.0,-1,True
AD23-00430.004,2023-11-15,AD23-00430.004,1759317,20.761,671922.0,-1,True
AD22-00013.005,2022-12-07,AD22-00013.005,201525,2.804388,88015.0,-1,True
AD22-00012.013,2022-12-07,AD22-00012.013,467857,15.61248,671922.0,-1,True
AD23-00399.007,2023-10-25,AD23-00399.007,94751,0.949,218747.0,-1,True
AD22-00015.012,2022-12-08,AD22-00015.012,377839,5.402913,225253.0,-1,True
AD22-00017.003,2022-12-12,AD22-00017.003,360206,3.448,88015.0,-1,True
AD23-00432.006,2023-11-16,AD23-00432.006,509785,4.168,218747.0,-1,True
AD24-00116.033,2024-03-18,AD24-00116.033,125967,1.469,218747.0,-1,True
AD24-00116.023,2024-03-18,AD24-00116.023,154649,2.889,71625.0,-1,True
AD23-00434.020,2023-11-19,AD23-00434.020,412793,3.649,63368.0,-1,True
AD23-00429.044,2023-11-15,AD23-00429.044,699420,11.139,671922.0,-1,True
AD23-00394.018,2023-10-22,AD23-00394.018,331836,7.326,25183.0,-1,True
AD23-00434.020,2023-11-19,AD23-00434.020,905116,8.001,25183.0,-1,True
AD23-00432.012,2023-11-16,AD23-00432.012,1919047,19.606,671922.0,-1,True
AD23-00432.011,2023-11-16,AD23-00432.011,381934,4.466,88015.0,-1,True
AD24-00051.014,2024-02-04,AD24-00051.014,147483,8.887,319982.0,-1,True
AD23-00429.056,2023-11-15,AD23-00429.056,350789,3.587,143990.0,-1,True
AD23-00432.017,2023-11-16,AD23-00432.017,347202,2.475,218747.0,-1,True
AD22-00017.005,2022-12-12,AD22-00017.005,553665,4.877,63368.0,-1,True
AD23-00429.018,2023-11-15,AD23-00429.018,212210,3.293,218747.0,-1,True
AD22-00017.004,2022-12-12,AD22-00017.004,325065,3.017,48755.0,-1,True
AD23-00394.030,2023-10-22,AD23-00394.030,352157,6.462,319781.0,-1,True
AD24-00051.011,2024-02-04,AD24-00051.011,14097,1.31,143990.0,-1,True
AD23-00429.014,2023-11-15,AD23-00429.014,282676,4.085,80864.0,-1,True
AD22-00012.002,2022-12-07,AD22-00012.002,731792,17.493126,671922.0,-1,True
AD23-00394.010,2023-10-22,AD23-00394.010,333508,4.018,225253.0,-1,True
AD22-00010.002,2022-12-06,AD22-00010.002,191267,0.201077,319982.0,-1,True
AD23-00394.015,2023-10-22,AD23-00394.015,122288,2.51,884428.5,-1,True
AD23-00429.010,2023-11-15,AD23-00429.010,638721,12.241,218747.0,-1,True
AD23-00429.041,2023-11-15,AD23-00429.041,2070142,22.508,671922.0,-1,True
AD23-00429.048,2023-11-15,AD23-00429.048,172993,1.842,91252.0,-1,True
AD24-00071.003,2024-02-15,AD24-00071.003,180870,5.161,319982.0,-1,True
AD23-00434.013,2023-11-19,AD23-00434.013,386784,4.45,319982.0,-1,True
AD23-00429.053,2023-11-15,AD23-00429.053,224945,2.384,71625.0,-1,True
AD22-00017.001,2022-12-12,AD22-00017.001,107678,1.754,143990.0,-1,True
AD23-00399.036,2023-10-25,AD23-00399.036,291907,3.376,80864.0,-1,True
AD23-00429.037,2023-11-15,AD23-00429.037,186580,2.403,68217.0,-1,True
AD24-00116.023,2024-03-18,AD24-00116.023,139107,2.599,91252.0,-1,True
AD22-00013.006,2022-12-07,AD22-00013.006,159636,4.212515,884428.5,-1,True
AD22-00002.004,2022-08-08,AD22-00002.004,115230,0.124357,319982.0,-1,True
AD22-00036.012,2022-12-26,AD22-00036.012,1926267,28.144,884428.5,-1,True
AD23-00434.017,2023-11-19,AD23-00434.017,61498,2.368,225253.0,-1,True
AD24-00051.012,2024-02-04,AD24-00051.012,103956,8.685,25183.0,-1,True
AD23-00429.051,2023-11-15,AD23-00429.051,626814,7.781,68217.0,-1,True
AD24-00071.019,2024-02-15,AD24-00071.019,91294,1.146,218747.0,-1,True
AD23-00429.039,2023-11-15,AD23-00429.039,288981,2.884,319781.0,-1,True
AD23-00432.017,2023-11-16,AD23-00432.017,5980940,42.634,225253.0,-1,True
AD23-00429.015,2023-11-15,AD23-00429.015,1511945,8.032,225253.0,-1,True
AD23-00429.057,2023-11-15,AD23-00429.057,132565,1.682,319982.0,-1,True
AD22-00003.010,2022-08-15,AD22-00003.010,164239,0.181134,319781.0,-1,True
AD23-00429.027,2023-11-15,AD23-00429.027,546936,6.498,143990.0,-1,True
AD23-00011.001,2023-01-09,AD23-00011.001,114556,1.275,218747.0,-1,True
AD22-00036.012,2022-12-26,AD22-00036.012,337788,4.935,319781.0,-1,True
AD22-00013.006,2022-12-07,AD22-00013.006,196320,5.180542,319781.0,-1,True
AD23-00394.015,2023-10-22,AD23-00394.015,138882,2.851,80864.0,-1,True
AD22-00012.009,2022-12-07,AD22-00012.009,145513,3.582737,88015.0,-1,True
AD23-00011.005,2023-01-09,AD23-00011.005,162615,3.896,319982.0,-1,True
AD22-00015.002,2022-12-08,AD22-00015.002,915305,10.819575,884428.5,-1,True
AD22-00015.010,2022-12-08,AD22-00015.010,302114,8.246662,671922.0,-1,True
AD23-00429.016,2023-11-15,AD23-00429.016,73146,1.916,143990.0,-1,True
AD23-00429.011,2023-11-15,AD23-00429.011,426779,7.841,3781.0,-1,True
AD23-00002.003,2023-01-02,AD23-00002.003,103161,2.487,319982.0,-1,True
AD23-00429.022,2023-11-15,AD23-00429.022,237570,4.932,319982.0,-1,True
AD23-00429.024,2023-11-15,AD23-00429.024,441282,5.406,319982.0,-1,True
AD23-00429.017,2023-11-15,AD23-00429.017,275912,7.027,319781.0,-1,True
AD24-00051.013,2024-02-04,AD24-00051.013,43766,2.299,91252.0,-1,True
AD23-00432.002,2023-11-16,AD23-00432.002,292889,2.171,91185.0,-1,True
AD22-00015.010,2022-12-08,AD22-00015.010,70508,1.924623,143990.0,-1,True
AD22-00012.012,2022-12-07,AD22-00012.012,39389,2.605846,884428.5,-1,True
AD24-00118.004,2024-03-19,AD24-00118.004,1254143,15.579,63368.0,-1,True
AD23-00399.038,2023-10-25,AD23-00399.038,189161,2.155,143990.0,-1,True
AD23-00394.021,2023-10-22,AD23-00394.021,109827,2.038,218747.0,-1,True
AD23-00432.009,2023-11-16,AD23-00432.009,512221,9.57,225253.0,-1,True
AD22-00036.015,2022-12-26,AD22-00036.015,229594,1.919,88015.0,-1,True
AD22-00014.010,2022-12-08,AD22-00014.010,343144,6.269372,218747.0,-1,True
AD23-00432.014,2023-11-16,AD23-00432.014,387550,6.073,225253.0,-1,True
AD23-00430.003,2023-11-15,AD23-00430.003,228596,2.696,143990.0,-1,True
AD23-00394.039,2023-10-22,AD23-00394.039,213711,3.721,71625.0,-1,True
AD23-00002.010,2023-01-02,AD23-00002.010,239539,1.873,218747.0,-1,True
AD23-00429.025,2023-11-15,AD23-00429.025,699870,9.276,225253.0,-1,True
AD24-00051.021,2024-02-04,AD24-00051.021,83697,4.957,319982.0,-1,True
AD23-00434.008,2023-11-19,AD23-00434.008,1515402,24.51,884428.5,-1,True
AD23-00394.015,2023-10-22,AD23-00394.015,197770,4.06,319982.0,-1,True
AD23-00394.018,2023-10-22,AD23-00394.018,325417,7.184,671922.0,-1,True
AD22-00014.003,2022-12-08,AD22-00014.003,405879,4.604083,884428.5,-1,True
AD23-00429.041,2023-11-15,AD23-00429.041,452711,4.922,218747.0,-1,True
AD23-00394.023,2023-10-22,AD23-00394.023,63262,1.774,91185.0,-1,True
AD23-00432.011,2023-11-16,AD23-00432.011,253029,2.959,218747.0,-1,True
AD23-00429.011,2023-11-15,AD23-00429.011,538778,9.899,671922.0,-1,True
AD22-00017.011,2022-12-12,AD22-00017.011,853461,10.346,671922.0,-1,True
AD24-00116.032,2024-03-18,AD24-00116.032,783170,5.02,53001.0,-1,True
AD24-00051.017,2024-02-04,AD24-00051.017,110416,5.733,671922.0,-1,True
AD23-00399.030,2023-10-25,AD23-00399.030,887569,9.657,319982.0,-1,True
AD23-00394.007,2023-10-22,AD23-00394.007,855214,13.079,671922.0,-1,True
AD22-00012.010,2022-12-07,AD22-00012.010,137727,2.604519,80864.0,-1,True
AD23-00011.004,2023-01-09,AD23-00011.004,930554,7.079,319982.0,-1,True
AD23-00429.053,2023-11-15,AD23-00429.053,250394,2.654,68217.0,-1,True
AD23-00432.008,2023-11-16,AD23-00432.008,332849,4.728,80864.0,-1,True
AD23-00429.025,2023-11-15,AD23-00429.025,618281,8.194,5326.0,-1,True
AD22-00013.005,2022-12-07,AD22-00013.005,991839,13.802262,225253.0,-1,True
AD23-00394.026,2023-10-22,AD23-00394.026,694556,16.289,884428.5,-1,True
AD23-00002.001,2023-01-02,AD23-00002.001,2515864,21.86,884428.5,-1,True
AD23-00429.015,2023-11-15,AD23-00429.015,2761939,14.672,884428.5,-1,True
AD23-00429.010,2023-11-15,AD23-00429.010,162057,3.106,71625.0,-1,True
AD23-00434.016,2023-11-19,AD23-00434.016,2375471,17.311,671922.0,-1,True
AD23-00429.044,2023-11-15,AD23-00429.044,305552,4.866,884428.5,-1,True
AD23-00394.017,2023-10-22,AD23-00394.017,365311,7.554,25183.0,-1,True
AD22-00036.015,2022-12-26,AD22-00036.015,263784,2.205,218747.0,-1,True
AD23-00399.008,2023-10-25,AD23-00399.008,156229,2.199,218747.0,-1,True
AD24-00116.023,2024-03-18,AD24-00116.023,179774,3.359,53001.0,-1,True
AD22-00013.010,2022-12-07,AD22-00013.010,72126,2.731554,88015.0,-1,True
AD23-00429.033,2023-11-15,AD23-00429.033,268989,2.463,68217.0,-1,True
AD23-00429.028,2023-11-15,AD23-00429.028,203400,2.146,80864.0,-1,True
AD23-00429.004,2023-11-15,AD23-00429.004,109843,1.347,218747.0,-1,True
AD22-00015.012,2022-12-08,AD22-00015.012,136181,1.947322,319781.0,-1,True
AD22-00017.001,2022-12-12,AD22-00017.001,258810,4.216,61811.0,-1,True
AD22-00012.003,2022-12-07,AD22-00012.003,191785,3.340481,71625.0,-1,True
AD24-00051.012,2024-02-04,AD24-00051.012,37225,3.11,671922.0,-1,True
AD23-00434.012,2023-11-19,AD23-00434.012,559583,8.41,25183.0,-1,True
AD23-00429.031,2023-11-15,AD23-00429.031,1006897,11.827,671922.0,-1,True
AD24-00051.014,2024-02-04,AD24-00051.014,22430,1.352,143990.0,-1,True
AD23-00432.012,2023-11-16,AD23-00432.012,341049,3.484,218747.0,-1,True
AD23-00432.020,2023-11-16,AD23-00432.020,60183,0.581,319982.0,-1,True
AD23-00394.013,2023-10-22,AD23-00394.013,605667,10.706,319781.0,-1,True
AD24-00071.023,2024-02-15,AD24-00071.023,94928,1.828,218747.0,-1,True
AD23-00011.003,2023-01-09,AD23-00011.003,466900,5.885,319982.0,-1,True
AD22-00013.004,2022-12-07,AD22-00013.004,50916,0.92253,319781.0,-1,True
AD22-00017.010,2022-12-12,AD22-00017.010,4074698,30.829,884428.5,-1,True
AD23-00399.005,2023-10-25,AD23-00399.005,156001,1.994,143990.0,-1,True
AD23-00002.002,2023-01-02,AD23-00002.002,135336,1.786,225253.0,-1,True
AD22-00003.002,2022-08-15,AD22-00003.002,117131,0.126404,884428.5,-1,True
AD22-00015.010,2022-12-08,AD22-00015.010,451786,12.332188,884428.5,-1,True
AD24-00116.023,2024-03-18,AD24-00116.023,225681,4.216,51533.0,-1,True
AD23-00394.013,2023-10-22,AD23-00394.013,688979,12.179,884428.5,-1,True
AD23-00429.031,2023-11-15,AD23-00429.031,1844137,21.661,884428.5,-1,True
AD23-00429.016,2023-11-15,AD23-00429.016,96950,2.54,319781.0,-1,True
AD24-00071.001,2024-02-15,AD24-00071.001,211096,4.886,319982.0,-1,True
AD23-00011.003,2023-01-09,AD23-00011.003,266701,3.361,20622.0,-1,True
AD22-00036.013,2022-12-26,AD22-00036.013,391272,3.395,218747.0,-1,True
AD23-00011.005,2023-01-09,AD23-00011.005,128868,3.087,143990.0,-1,True
AD22-00013.008,2022-12-07,AD22-00013.008,208538,3.16738,319982.0,-1,True
AD23-00432.015,2023-11-16,AD23-00432.015,185102,1.837,91252.0,-1,True
AD22-00013.006,2022-12-07,AD22-00013.006,150817,3.979797,218747.0,-1,True
AD23-00011.001,2023-01-09,AD23-00011.001,155830,1.735,225253.0,-1,True
AD23-00429.038,2023-11-15,AD23-00429.038,155107,2.268,225253.0,-1,True
AD23-00432.003,2023-11-16,AD23-00432.003,1769845,23.177,671922.0,-1,True
